Datetime,Cell_Index,water_temperature
5/13/2022 8:00,238,15
5/13/2022 8:00,239,15
5/13/2022 8:00,240,15
5/13/2022 8:00,241,15
5/13/2022 8:00,242,15
5/13/2022 8:00,243,15
5/13/2022 8:00,244,15
5/13/2022 8:00,245,15
5/13/2022 8:00,246,15
5/13/2022 8:00,247,15
5/13/2022 8:00,248,15
5/13/2022 8:00,249,15
5/13/2022 8:00,250,15
5/13/2022 8:00,251,15
5/13/2022 8:00,252,15
5/13/2022 8:00,253,15
5/13/2022 8:00,254,15
5/13/2022 8:00,255,15
5/13/2022 8:00,256,15
5/13/2022 8:00,257,15
5/13/2022 8:00,258,15
5/13/2022 8:00,259,15
5/13/2022 8:00,260,15
5/13/2022 8:00,261,15
5/13/2022 8:00,262,15
5/13/2022 8:00,263,15
5/13/2022 8:00,264,15
5/13/2022 8:00,265,15
5/13/2022 8:00,266,15
5/13/2022 8:00,267,15
5/13/2022 8:00,268,15
5/13/2022 8:00,269,15
5/13/2022 8:00,270,15
5/13/2022 8:00,271,15
5/13/2022 8:00,272,15
5/13/2022 8:00,273,15
5/13/2022 8:00,274,15
5/13/2022 8:00,275,15
5/13/2022 8:00,276,15
5/13/2022 8:00,277,15
5/13/2022 8:00,278,15
5/13/2022 8:00,279,15
5/13/2022 8:00,280,15
5/13/2022 8:00,281,15
5/13/2022 8:00,282,15
5/13/2022 8:00,283,15
5/13/2022 8:00,284,15
5/13/2022 8:00,285,15
5/13/2022 8:00,286,15
5/13/2022 8:00,287,15
5/13/2022 8:00,288,15
5/13/2022 8:00,289,15
5/13/2022 8:00,290,15
5/13/2022 8:00,291,15
5/13/2022 8:00,292,15
5/13/2022 8:00,293,15
5/13/2022 8:00,294,15
5/13/2022 8:00,295,15
5/13/2022 8:00,296,15
5/13/2022 8:00,297,15
5/13/2022 8:00,298,15
5/13/2022 8:00,299,15
5/13/2022 8:00,300,15
5/13/2022 8:00,301,15
5/13/2022 8:00,302,15
5/13/2022 8:00,303,15
5/13/2022 8:00,304,15
5/13/2022 8:00,305,15
5/13/2022 8:00,306,15
5/13/2022 8:00,307,15
5/13/2022 8:00,308,15
5/13/2022 8:00,309,15
5/13/2022 8:00,310,15
5/13/2022 8:00,311,15
5/13/2022 8:00,312,15
5/13/2022 8:00,313,15
5/13/2022 8:00,314,15
5/13/2022 8:00,315,15
5/13/2022 8:00,316,15
5/13/2022 8:00,317,15
5/13/2022 8:00,318,15
5/13/2022 8:00,319,15
5/13/2022 8:00,320,15
5/13/2022 8:00,321,15
5/13/2022 8:00,322,15
5/13/2022 8:00,323,15
5/13/2022 8:00,324,15
5/13/2022 8:00,325,15
5/13/2022 8:00,326,15
5/13/2022 8:00,327,15
5/13/2022 8:00,328,15
5/13/2022 8:00,329,15
5/13/2022 8:00,330,15
5/13/2022 8:00,331,15
5/13/2022 8:00,332,15
5/13/2022 8:00,333,15
5/13/2022 8:00,334,15
5/13/2022 8:00,335,15
5/13/2022 8:00,336,15
5/13/2022 8:00,337,15
5/13/2022 8:00,338,15
5/13/2022 8:00,339,15
5/13/2022 8:00,340,15
5/13/2022 8:00,341,15
5/13/2022 8:00,342,15
5/13/2022 8:00,343,15
5/13/2022 8:00,344,15
5/13/2022 8:00,345,15
5/13/2022 8:00,346,15
5/13/2022 8:00,347,15
5/13/2022 8:00,348,15
5/13/2022 8:00,349,15
5/13/2022 8:00,350,15
5/13/2022 8:00,351,15
5/13/2022 8:00,352,15
5/13/2022 8:00,353,15
5/13/2022 8:00,354,15
5/13/2022 8:00,355,15
5/13/2022 8:00,356,15
5/13/2022 8:00,357,15
5/13/2022 8:00,358,15
5/13/2022 8:00,359,15
5/13/2022 8:00,360,15
5/13/2022 8:00,361,15
5/13/2022 8:00,362,15
5/13/2022 8:00,363,15
5/13/2022 8:00,364,15
5/13/2022 8:00,365,15
5/13/2022 8:00,366,15
